"","id","name","gender","birthdate","birthplace","deathdate","deathplace","category","year","share","overallmotivation","motivation","affiliations","adjustedBirthdate","decadeFloor","decadeCeiling"
"897",747,"V. S. Naipaul","male","1932-08-17","Chaguanas Trinidad and Tobago","2018-08-11","London United Kingdom","Literature",2001,"1","","for having united perceptive narrative and incorruptible scrutiny in works that compel us to see the presence of suppressed histories","",1932-08-17,2000,2009
"898",117,"Val Fitch","male","1923-03-10","Merriman NE USA","2015-02-05","Princeton NJ USA","Physics",1980,"1/2","","for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons","Princeton University; Princeton NJ USA",1923-03-10,1980,1989
"899",841,"Venkatraman Ramakrishnan","male","1952-00-00","Chidambaram Tamil Nadu India","","","Chemistry",2009,"1/3","","for studies of the structure and function of the ribosome","MRC Laboratory of Molecular Biology; Cambridge United Kingdom",1952-01-01,2000,2009
"900",585,"Verner von Heidenstam","male","1859-07-06","Olshammar Sweden","1940-05-20","Övralid Sweden","Literature",1916,"1","","in recognition of his significance as the leading representative of a new era in our literature","",1859-07-06,1910,1919
"901",760,"Vernon L. Smith","male","1927-01-01","Wichita KS USA","","","Economic Sciences",2002,"1/2","","for having established laboratory experiments as a tool in empirical economic analysis especially in the study of alternative market mechanisms","George Mason University; Fairfax VA USA",1927-01-01,2000,2009
"902",653,"Vicente Aleixandre","male","1898-04-26","Sevilla Spain","1984-12-14","Madrid Spain","Literature",1977,"1","","for a creative poetic writing which illuminates man's condition in the cosmos and in present-day society at the same time representing the great renewal of the traditions of Spanish poetry between the wars","",1898-04-26,1970,1979
"903",42,"Victor F. Hess","male","1883-06-24","Peggau Austria","1964-12-17","Mount Verno NY USA","Physics",1936,"1/2","","for his discovery of cosmic radiation","Innsbruck University; Innsbruck Austria",1883-06-24,1930,1939
"904",172,"Victor Grignard","male","1871-05-06","Cherbourg France","1935-12-13","Lyon France","Chemistry",1912,"1/2","","for the discovery of the so-called Grignard reagent which in recent years has greatly advanced the progress of organic chemistry","Nancy University; Nancy France",1871-05-06,1910,1919
"905",218,"Vincent du Vigneaud","male","1901-05-18","Chicago IL USA","1978-12-11","White Plains NY USA","Chemistry",1955,"1","","for his work on biochemically important sulphur compounds especially for the first synthesis of a polypeptide hormone","Cornell University; Ithaca NY USA",1901-05-18,1950,1959
"906",767,"Vitaly L. Ginzburg","male","1916-10-04","Moscow Russia","2009-11-08","N/A","Physics",2003,"1/3","","for pioneering contributions to the theory of superconductors and superfluids","P.N. Lebedev Physical Institute; Moscow Russia",1916-10-04,2000,2009
"907",248,"Vladimir Prelog","male","1906-07-23","Sarajevo Austria-Hungary (now Bosnia and Herzegovina)","1998-01-07","Zurich Switzerland","Chemistry",1975,"1/2","","for his research into the stereochemistry of organic molecules and reactions","Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology); Zurich Switzerland",1906-07-23,1970,1979
"908",255,"Walter Gilbert","male","1932-03-21","Boston MA USA","","","Chemistry",1980,"1/4","","for their contributions concerning the determination of base sequences in nucleic acids","Harvard University Biological Laboratories; Cambridge MA USA",1932-03-21,1980,1989
"909",67,"Walter H. Brattain","male","1902-02-10","Amoy China","1987-10-13","Seattle WA USA","Physics",1956,"1/3","","for their researches on semiconductors and their discovery of the transistor effect","Bell Telephone Laboratories; Murray Hill NJ USA",1902-02-10,1950,1959
"910",347,"Walter Hess","male","1881-03-17","Frauenfeld Switzerland","1973-08-12","Ascona Switzerland","Physiology or Medicine",1949,"1/2","","for his discovery of the functional organization of the interbrain as a coordinator of the activities of the internal organs","University of Zurich; Zurich Switzerland",1881-03-17,1940,1949
"911",290,"Walter Kohn","male","1923-03-09","Vienna Austria","2016-04-19","Santa Barbara CA USA","Chemistry",1998,"1/2","","for his development of the density-functional theory","University of California; Santa Barbara CA USA",1923-03-09,1990,1999
"912",62,"Walther Bothe","male","1891-01-08","Oranienburg Germany","1957-02-08","Heidelberg West Germany (now Germany)","Physics",1954,"1/2","","for the coincidence method and his discoveries made therewith","University of Heidelberg; Heidelberg Germany; Max-Planck-Institut für medizinische Forschung; Heidelberg Germany",1891-01-08,1950,1959
"913",178,"Walther Nernst","male","1864-06-25","Briesen Prussia (now Germany)","1941-11-18","Muskau Germany","Chemistry",1920,"1","","in recognition of his work in thermochemistry","Berlin University; Berlin Germany",1864-06-25,1920,1929
"914",783,"Wangari Maathai","female","1940-04-01","Nyeri Kenya","2011-09-25","Nairobi Kenya","Peace",2004,"1","","for her contribution to sustainable development democracy and peace","",1940-04-01,2000,2009
"915",683,"Wassily Leontief","male","1906-08-05","St. Petersburg Russia","1999-02-05","New York NY USA","Economic Sciences",1973,"1","","for the development of the input-output method and for its application to important economic problems","Harvard University; Cambridge MA USA",1906-08-05,1970,1979
"916",206,"Wendell M. Stanley","male","1904-08-16","Ridgeville IN USA","1971-06-15","Salamanca Spain","Chemistry",1946,"1/4","","for their preparation of enzymes and virus proteins in a pure form","Rockefeller Institute for Medical Research; Princeton NJ USA",1904-08-16,1940,1949
"917",414,"Werner Arber","male","1929-06-03","Gränichen Switzerland","","","Physiology or Medicine",1978,"1/3","","for the discovery of restriction enzymes and their application to problems of molecular genetics","Biozentrum der Universität; Basel Switzerland",1929-06-03,1970,1979
"918",361,"Werner Forssmann","male","1904-08-29","Berlin Germany","1979-06-01","Schopfheim West Germany (now Germany)","Physiology or Medicine",1956,"1/3","","for their discoveries concerning heart catheterization and pathological changes in the circulatory system","Mainz University; Mainz Germany",1904-08-29,1950,1959
"919",38,"Werner Heisenberg","male","1901-12-05","Würzburg Germany","1976-02-01","Munich West Germany (now Germany)","Physics",1932,"1","","for the creation of quantum mechanics the application of which has inter alia led to the discovery of the allotropic forms of hydrogen","Leipzig University; Leipzig Germany",1901-12-05,1930,1939
"920",1,"Wilhelm Conrad Röntgen","male","1845-03-27","Lennep Prussia (now Remscheid Germany)","1923-02-10","Munich Germany","Physics",1901,"1","","in recognition of the extraordinary services he has rendered by the discovery of the remarkable rays subsequently named after him","Munich University; Munich Germany",1845-03-27,1900,1909
"921",168,"Wilhelm Ostwald","male","1853-09-02","Riga Russian Empire (now Latvia)","1932-04-04","Leipzig Germany","Chemistry",1909,"1","","in recognition of his work on catalysis and for his investigations into the fundamental principles governing chemical equilibria and rates of reaction","Leipzig University; Leipzig Germany",1853-09-02,1900,1909
"922",16,"Wilhelm Wien","male","1864-01-13","Gaffken Prussia (now Parusnoye Russia)","1928-08-30","Munich Germany","Physics",1911,"1","","for his discoveries regarding the laws governing the radiation of heat","Würzburg University; Würzburg Germany",1864-01-13,1910,1919
"923",224,"Willard F. Libby","male","1908-12-17","Grand Valley CO USA","1980-09-08","Los Angeles CA USA","Chemistry",1960,"1","","for his method to use carbon-14 for age determination in archaeology geology geophysics and other branches of science","University of California; Los Angeles CA USA",1908-12-17,1960,1969
"924",839,"Willard S. Boyle","male","1924-08-19","Amherst NS Canada","2011-05-07","Truro NS Canada","Physics",2009,"1/4","","for the invention of an imaging semiconductor circuit - the CCD sensor","Bell Laboratories; Murray Hill NJ USA",1924-08-19,2000,2009
"925",315,"Willem Einthoven","male","1860-05-21","Semarang Java Dutch East Indies (now Indonesia)","1927-09-29","Leiden the Netherlands","Physiology or Medicine",1924,"1","","for his discovery of the mechanism of the electrocardiogram","Leiden University; Leiden the Netherlands",1860-05-21,1920,1929
"926",123,"William A. Fowler","male","1911-08-09","Pittsburgh PA USA","1995-03-14","Pasadena CA USA","Physics",1983,"1/2","","for his theoretical and experimental studies of the nuclear reactions of importance in the formation of the chemical elements in the universe","California Institute of Technology (Caltech); Pasadena CA USA",1911-08-09,1980,1989
"927",65,"William B. Shockley","male","1910-02-13","London United Kingdom","1989-08-12","Palo Alto CA USA","Physics",1956,"1/3","","for their researches on semiconductors and their discovery of the transistor effect","Semiconductor Laboratory of Beckman Instruments Inc.; Mountain View CA USA",1910-02-13,1950,1959
"928",20,"William Bragg","male","1862-07-02","Wigton United Kingdom","1942-03-12","London United Kingdom","Physics",1915,"1/2","","for their services in the analysis of crystal structure by means of X-rays","University College; London United Kingdom",1862-07-02,1910,1919
"929",593,"William Butler Yeats","male","1865-06-13","Dublin Ireland","1939-01-28","Roquebrune-Cap-Martin France","Literature",1923,"1","","for his always inspired poetry which in a highly artistic form gives expression to the spirit of a whole nation","",1865-06-13,1920,1929
"930",916,"William C. Campbell","male","1930-06-28","Ramelton Ireland","","","Physiology or Medicine",2015,"1/4","","for their discoveries concerning a novel therapy against infections caused by roundworm parasites","Drew University; Madison NJ USA",1930-06-28,2010,2019
"931",968,"William D. Nordhaus","male","1941-05-31","Albuquerque NM USA","","","Economic Sciences",2018,"1/2","","for integrating climate change into long-run macroeconomic analysis","Yale University; New Haven CT USA",1941-05-31,2010,2019
"932",154,"William D. Phillips","male","1948-11-05","Wilkes-Barre PA USA","","","Physics",1997,"1/3","","for development of methods to cool and trap atoms with laser light","National Institute of Standards and Technology; Gaithersburg MD USA",1948-11-05,1990,1999
"933",911,"William E. Moerner","male","1953-06-24","Pleasanton CA USA","","","Chemistry",2014,"1/3","","for the development of super-resolved fluorescence microscopy","Stanford University; Stanford CA USA",1953-06-24,2010,2019
"934",209,"William F. Giauque","male","1895-05-12","Niagara Falls Canada","1982-03-28","Berkeley CA USA","Chemistry",1949,"1","","for his contributions in the field of chemical thermodynamics particularly concerning the behaviour of substances at extremely low temperatures","University of California; Berkeley CA USA",1895-05-12,1940,1949
"935",706,"William F. Sharpe","male","1934-06-16","Boston MA USA","","","Economic Sciences",1990,"1/3","","for their pioneering work in the theory of financial economics","Stanford University; Stanford CA USA",1934-06-16,1990,1999
"936",620,"William Faulkner","male","1897-09-25","New Albany MS USA","1962-07-06","Byhalia MS USA","Literature",1949,"1","","for his powerful and artistically unique contribution to the modern American novel","",1897-09-25,1940,1949
"937",970,"William G. Kaelin Jr","male","1957-11-23","New York NY USA","","","Physiology or Medicine",2019,"1/3","","for their discoveries of how cells sense and adapt to oxygen availability","Harvard Medical School; Boston MA USA; Howard Hughes Medical Institute; Chevy Chase MD USA; Dana-Farber Cancer Institute; Boston MA USA; Brigham and Women's Hospital; Boston MA USA",1957-11-23,2010,2019
